Organism;Body Site;Project ID;CDS Count;Contig Count;Contig Locus Min;Contig Locus Max;Contig ASM;Contig CDS;Contig PEP;Contig GBK;Scaffold Count;Scaffold Locus Min;Scaffold Locus Max;Scaffold ASM;Scaffold CDS;Scaffold PEP;Scaffold GBK
Bacteroides stercoris ATCC 43183;Gastrointestinal_tract;19859;7554;23;ABFZ02000001;ABFZ02000023;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19859/19859.ABFZ02000001-ABFZ02000023.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19859/19859.ABFZ02000001-ABFZ02000023.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19859/19859.ABFZ02000001-ABFZ02000023.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19859/19859.ABFZ02000001-ABFZ02000023.nuc.gbk;17;DS499661;DS499677;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19859/19859.DS499661-DS499677.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19859/19859.DS499661-DS499677.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19859/19859.DS499661-DS499677.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19859/19859.DS499661-DS499677.nuc.gbk
Helicobacter pylori GAM210Bi;Gastrointestinal_tract;89235;3340;91;APDH01000001;APDH01000091;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89235/89235.APDH01000001-APDH01000091.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89235/89235.APDH01000001-APDH01000091.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89235/89235.APDH01000001-APDH01000091.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89235/89235.APDH01000001-APDH01000091.nuc.gbk;51;KB642825;KB642875;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89235/89235.KB642825-KB642875.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89235/89235.KB642825-KB642875.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89235/89235.KB642825-KB642875.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89235/89235.KB642825-KB642875.nuc.gbk
Escherichia coli MS 119-7;Gastrointestinal_tract;40709;5325;130;ADWU01000001;ADWU01000130;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40709/40709.ADWU01000001-ADWU01000130.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40709/40709.ADWU01000001-ADWU01000130.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40709/40709.ADWU01000001-ADWU01000130.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40709/40709.ADWU01000001-ADWU01000130.nuc.gbk;;;;;;;
Bifidobacterium longum subsp. infantis CCUG 52486;Gastrointestinal_tract;30065;2240;55;ABQQ01000001;ABQQ01000055;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30065/30065.ABQQ01000001-ABQQ01000055.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30065/30065.ABQQ01000001-ABQQ01000055.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30065/30065.ABQQ01000001-ABQQ01000055.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30065/30065.ABQQ01000001-ABQQ01000055.nuc.gbk;22;DS990238;DS990259;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30065/30065.DS990238-DS990259.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30065/30065.DS990238-DS990259.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30065/30065.DS990238-DS990259.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30065/30065.DS990238-DS990259.nuc.gbk
Enterococcus faecalis TX0104;Gastrointestinal_tract;30623;6546;237;ACGL01000001;ACGL01000237;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30623/30623.ACGL01000001-ACGL01000237.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30623/30623.ACGL01000001-ACGL01000237.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30623/30623.ACGL01000001-ACGL01000237.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30623/30623.ACGL01000001-ACGL01000237.nuc.gbk;95;GG668922;GG669016;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30623/30623.GG668922-GG669016.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30623/30623.GG668922-GG669016.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30623/30623.GG668922-GG669016.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30623/30623.GG668922-GG669016.nuc.gbk
Lactobacillus rhamnosus LMS2-1;Gastrointestinal_tract;31497;6310;162;ACIZ01000001;ACIZ01000162;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31497/31497.ACIZ01000001-ACIZ01000162.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31497/31497.ACIZ01000001-ACIZ01000162.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31497/31497.ACIZ01000001-ACIZ01000162.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31497/31497.ACIZ01000001-ACIZ01000162.nuc.gbk;55;GG692960;GG693014;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31497/31497.GG692960-GG693014.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31497/31497.GG692960-GG693014.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31497/31497.GG692960-GG693014.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/31497/31497.GG692960-GG693014.nuc.gbk
Paraprevotella xylaniphila YIT 11841;Gastrointestinal_tract;48503;6884;99;AFBR01000001;AFBR01000099;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48503/48503.AFBR01000001-AFBR01000099.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48503/48503.AFBR01000001-AFBR01000099.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48503/48503.AFBR01000001-AFBR01000099.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48503/48503.AFBR01000001-AFBR01000099.nuc.gbk;87;GL883805;GL883891;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48503/48503.GL883805-GL883891.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48503/48503.GL883805-GL883891.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48503/48503.GL883805-GL883891.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/48503/48503.GL883805-GL883891.nuc.gbk
Bifidobacterium breve HPH0326;Gastrointestinal_tract;169434;4274;6;ATCB01000001;ATCB01000006;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169434/169434.ATCB01000001-ATCB01000006.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169434/169434.ATCB01000001-ATCB01000006.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169434/169434.ATCB01000001-ATCB01000006.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169434/169434.ATCB01000001-ATCB01000006.nuc.gbk;4;KE150453;KE150456;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169434/169434.KE150453-KE150456.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169434/169434.KE150453-KE150456.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169434/169434.KE150453-KE150456.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169434/169434.KE150453-KE150456.nuc.gbk
Ruminococcus lactaris ATCC 29176;Gastrointestinal_tract;20557;5500;62;ABOU02000001;ABOU02000062;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20557/20557.ABOU02000001-ABOU02000062.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20557/20557.ABOU02000001-ABOU02000062.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20557/20557.ABOU02000001-ABOU02000062.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20557/20557.ABOU02000001-ABOU02000062.nuc.gbk;47;DS990163;DS990209;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20557/20557.DS990163-DS990209.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20557/20557.DS990163-DS990209.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20557/20557.DS990163-DS990209.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/20557/20557.DS990163-DS990209.nuc.gbk
Bacteroides oleiciplenus YIT 12058;Gastrointestinal_tract;46377;11060;32;ADLF01000001;ADLF01000032;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46377/46377.ADLF01000001-ADLF01000032.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46377/46377.ADLF01000001-ADLF01000032.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46377/46377.ADLF01000001-ADLF01000032.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46377/46377.ADLF01000001-ADLF01000032.nuc.gbk;15;JH992940;JH992954;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46377/46377.JH992940-JH992954.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46377/46377.JH992940-JH992954.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46377/46377.JH992940-JH992954.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46377/46377.JH992940-JH992954.nuc.gbk
Streptococcus sp. 2_1_36FAA;Gastrointestinal_tract;37947;4222;13;ACOI02000001;ACOI02000013;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37947/37947.ACOI02000001-ACOI02000013.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37947/37947.ACOI02000001-ACOI02000013.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37947/37947.ACOI02000001-ACOI02000013.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37947/37947.ACOI02000001-ACOI02000013.nuc.gbk;5;KI391972;KI391976;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37947/37947.KI391972-KI391976.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37947/37947.KI391972-KI391976.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37947/37947.KI391972-KI391976.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/37947/37947.KI391972-KI391976.nuc.gbk
Escherichia coli MS 187-1;Gastrointestinal_tract;47269;8978;310;ADTQ01000001;ADTQ01000310;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47269/47269.ADTQ01000001-ADTQ01000310.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47269/47269.ADTQ01000001-ADTQ01000310.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47269/47269.ADTQ01000001-ADTQ01000310.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47269/47269.ADTQ01000001-ADTQ01000310.nuc.gbk;107;GG772477;GG772583;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47269/47269.GG772477-GG772583.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47269/47269.GG772477-GG772583.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47269/47269.GG772477-GG772583.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47269/47269.GG772477-GG772583.nuc.gbk
Butyrivibrio crossotus DSM 2876;Gastrointestinal_tract;28999;5058;51;ABWN01000001;ABWN01000051;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28999/28999.ABWN01000001-ABWN01000051.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28999/28999.ABWN01000001-ABWN01000051.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28999/28999.ABWN01000001-ABWN01000051.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28999/28999.ABWN01000001-ABWN01000051.nuc.gbk;31;GG663504;GG663534;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28999/28999.GG663504-GG663534.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28999/28999.GG663504-GG663534.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28999/28999.GG663504-GG663534.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28999/28999.GG663504-GG663534.nuc.gbk
Bacteroides sp. 2_1_56FAA;Gastrointestinal_tract;40013;9812;96;ACWI01000001;ACWI01000096;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40013/40013.ACWI01000001-ACWI01000096.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40013/40013.ACWI01000001-ACWI01000096.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40013/40013.ACWI01000001-ACWI01000096.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40013/40013.ACWI01000001-ACWI01000096.nuc.gbk;47;GL945043;GL945089;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40013/40013.GL945043-GL945089.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40013/40013.GL945043-GL945089.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40013/40013.GL945043-GL945089.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40013/40013.GL945043-GL945089.nuc.gbk
Pseudomonas sp. 2_1_26;Gastrointestinal_tract;40037;12098;295;ACWU01000001;ACWU01000295;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40037/40037.ACWU01000001-ACWU01000295.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40037/40037.ACWU01000001-ACWU01000295.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40037/40037.ACWU01000001-ACWU01000295.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40037/40037.ACWU01000001-ACWU01000295.nuc.gbk;51;JH376461;JH376511;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40037/40037.JH376461-JH376511.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40037/40037.JH376461-JH376511.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40037/40037.JH376461-JH376511.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40037/40037.JH376461-JH376511.nuc.gbk
Helicobacter pylori HP250AFiii;Gastrointestinal_tract;89305;3242;74;APEP01000001;APEP01000074;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89305/89305.APEP01000001-APEP01000074.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89305/89305.APEP01000001-APEP01000074.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89305/89305.APEP01000001-APEP01000074.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89305/89305.APEP01000001-APEP01000074.nuc.gbk;51;KB642561;KB642611;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89305/89305.KB642561-KB642611.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89305/89305.KB642561-KB642611.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89305/89305.KB642561-KB642611.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89305/89305.KB642561-KB642611.nuc.gbk
[Clostridium] hathewayi WAL-18680;Gastrointestinal_tract;46393;10366;142;ADLN01000001;ADLN01000142;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46393/46393.ADLN01000001-ADLN01000142.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46393/46393.ADLN01000001-ADLN01000142.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46393/46393.ADLN01000001-ADLN01000142.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46393/46393.ADLN01000001-ADLN01000142.nuc.gbk;18;JH379027;JH379044;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46393/46393.JH379027-JH379044.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46393/46393.JH379027-JH379044.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46393/46393.JH379027-JH379044.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46393/46393.JH379027-JH379044.nuc.gbk
Veillonella sp. 3_1_44;Gastrointestinal_tract;41975;1816;31;ADCV01000001;ADCV01000031;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41975/41975.ADCV01000001-ADCV01000031.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41975/41975.ADCV01000001-ADCV01000031.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41975/41975.ADCV01000001-ADCV01000031.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41975/41975.ADCV01000001-ADCV01000031.nuc.gbk;16;GG770199;GG770214;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41975/41975.GG770199-GG770214.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41975/41975.GG770199-GG770214.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41975/41975.GG770199-GG770214.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41975/41975.GG770199-GG770214.nuc.gbk
Barnesiella intestinihominis YIT 11860;Gastrointestinal_tract;46375;5626;19;ADLE01000001;ADLE01000019;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46375/46375.ADLE01000001-ADLE01000019.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46375/46375.ADLE01000001-ADLE01000019.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46375/46375.ADLE01000001-ADLE01000019.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46375/46375.ADLE01000001-ADLE01000019.nuc.gbk;5;JH815203;JH815207;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46375/46375.JH815203-JH815207.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46375/46375.JH815203-JH815207.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46375/46375.JH815203-JH815207.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/46375/46375.JH815203-JH815207.nuc.gbk
